,product_id,product_category_name_english,order_id,price,review_score,customer_id,order_status,payment_sequential,customer_city,customer_state
24,82cef15a4bafa854c7a2a2c9854b7e44,perfumery,c6a965cc9489a0d9ede11c4534e916f0,189.0,5,22,delivered,1,adamantina,SP
25,b7b00b45c6be180aba844784c6769d12,perfumery,465e0536b29a94542aa63d8546a3981a,359.9,5,23,delivered,1,barra de sao joao,RJ
26,283b761ae6738a52e9a64c4c6edb26d7,perfumery,1996623a04f4179e755f57dbcb67d5b3,105.0,4,23,delivered,1,goiania,GO
27,2028bf1b01cafb2d2b1901fca4083222,perfumery,0a05e512c3e656802c930be4c1766c2a,49.99,2,24,delivered,1,embu das artes,SP
28,2028bf1b01cafb2d2b1901fca4083222,perfumery,17e76907e42e85c99dd9e25d02f65314,49.99,4,25,delivered,1,porciuncula,RJ
29,2028bf1b01cafb2d2b1901fca4083222,perfumery,372eb74837659ae6a3bc25f662bfa2ff,49.99,5,25,delivered,1,fortaleza,CE
30,2028bf1b01cafb2d2b1901fca4083222,perfumery,66b7e4ff35d62613a10899d4eb442216,49.99,5,26,delivered,1,carmo,RJ
31,2028bf1b01cafb2d2b1901fca4083222,perfumery,934838488a3fc133b3cb9b1f716c5937,49.99,3,27,delivered,1,volta grande,MG
32,2028bf1b01cafb2d2b1901fca4083222,perfumery,ff46263ff739ee2c14bc41c6508dcb6c,49.99,4,28,delivered,1,rio de janeiro,RJ
33,26f7a99db23ac54731f6db28f99c5fc2,perfumery,4c832b5c447f450474f8470737f7e580,29.9,1,29,delivered,1,campinas,SP
34,26f7a99db23ac54731f6db28f99c5fc2,perfumery,4c832b5c447f450474f8470737f7e580,29.9,1,30,delivered,1,campinas,SP
35,26f7a99db23ac54731f6db28f99c5fc2,perfumery,c1f93f3729018caa75319804a59481db,29.9,5,31,delivered,1,santo andre,SP
36,38651ca5be7f992345b0ea57bdf25719,perfumery,4587cee7619ccea5e9958dd64fe2db8e,12.35,4,32,delivered,1,ribeirao pires,SP
37,fa157aa51a996cc533b9048c3c8118a0,perfumery,1544633fddddf3dd98fd5e9eaeb01b4d,175.0,5,32,delivered,1,dobrada,SP
38,4407440c06d8c11ce1b2e61c4382a8f3,perfumery,99daacedd8423e3b5169338429be0110,129.5,1,32,delivered,1,belo horizonte,MG
39,a1e33e0a3ead282527fab4ff0f72706b,music,99daacedd8423e3b5169338429be0110,52.9,1,32,delivered,1,belo horizonte,MG
40,b16c0da649071283aa94607f11da154a,perfumery,b636037a882bd588f102f9f3fc29b2ca,21.9,5,32,delivered,1,feira de santana,BA
41,898fa82b63404937c7a3c2cc77d6e5b5,perfumery,f4f81d9284f8b6894f76d2a8fa524467,96.54,5,33,delivered,1,rio de janeiro,RJ
42,174bd46514622ad40ab32df5c832aaf3,perfumery,16988d29fc53e813b156b33c0eb39b1d,15.5,5,34,delivered,1,sao paulo,SP
43,174bd46514622ad40ab32df5c832aaf3,perfumery,c0c08274d7ff03824cbf0377b2a9db63,15.5,5,35,delivered,1,barueri,SP
44,341141693c1995e911d0a5843f7c289b,perfumery,55af89bd3634844abc96b00c4caa76a5,110.0,5,36,delivered,1,brasilia,DF
45,87f6a4366535fdaa380ac373b83dc752,perfumery,c9c2db5b32175fba946f9600ff4a9bc3,339.9,2,37,delivered,1,bage,RS
46,b85e7700530804e8e2043604b9b1a6bf,perfumery,7789aa644b371ea2081e308da732c567,69.9,1,38,delivered,1,chapeco,SC
47,f35aa9afd2173519c54e97c6b28a52c7,perfumery,7789aa644b371ea2081e308da732c567,36.9,1,39,delivered,1,chapeco,SC
48,37ba623c5ab34ea8b964009a10e87126,perfumery,907424cd045f2dcb775507e367f9ab60,259.0,1,39,delivered,1,osasco,SP
49,b813c88d024da60c2cbdf7a531e4fa77,perfumery,90540cf8cf4df7ed6e10425cdfd522c9,155.0,5,40,delivered,1,franco da rocha,SP
50,b97f763397091be9d344874e6cd31028,perfumery,fae3a27fae556e4943abf630277a6efc,129.0,5,41,delivered,1,silva jardim,RJ
51,6e7b435ac3c84fc5348dba974e184322,perfumery,d9f134a34fb4b3cfd95550b4785e8d05,119.9,4,42,delivered,1,cachoeiro de itapemirim,ES
52,e78506414d2563b6414cfd84b7fa0802,perfumery,7731a91dd46b3556ca99d3b3c34373ef,174.0,1,43,delivered,1,campinas,SP
53,027cdd14a677a5834bc67a9789db5021,perfumery,7731a91dd46b3556ca99d3b3c34373ef,69.0,1,44,delivered,1,campinas,SP
54,51250f90d798d377a1928e8a4e2e9ae1,perfumery,9170795672365189693d65667780f9ed,13.99,5,45,delivered,1,sao paulo,SP
55,6c698925de870b02a87e337a0d3af1c3,perfumery,844bb4883a6197cc8dba3fba3624ab5a,69.9,5,46,delivered,1,brasilia,DF
56,c1ec41f62db54e0bfbca55a7068f0b5e,perfumery,6a0ac163171ef70a5386eae45e6a799e,96.9,5,47,delivered,1,caraguatatuba,SP
57,040fe1cdb263eb2c9b1322875b0afcb7,perfumery,53016e8472a79f05b793c071c03ae18e,416.5,5,48,delivered,1,sao caetano do sul,SP
58,b2a40530065c5d88115cfa7560151794,perfumery,f26fa27bb0f1337c570d70e32fc2e413,9.9,1,49,delivered,1,belem,PA
59,b2a40530065c5d88115cfa7560151794,perfumery,f26fa27bb0f1337c570d70e32fc2e413,9.9,1,50,delivered,2,belem,PA
60,b18e0607500acc7479614f4857a15c14,perfumery,321c2c691df365d1219bbd6cd6257f11,139.0,5,50,delivered,1,jacarei,SP
61,2044a12ee7346af1ca8f9357bea3fea2,perfumery,ab0e3f0ce09583e2bb01c40b6b4e32b5,179.0,5,50,delivered,1,novo oriente,CE
62,5dfc84369c7457e1bd188be86a7563f0,perfumery,891573b490d6f195502d57156a4b896d,29.9,5,51,delivered,1,paranagua,PR
63,cd71c76f5ab15f51f24fb214fc42d8ab,perfumery,004ca5ae248069d68e8594df8abf6ce0,159.9,5,52,delivered,1,belem,PA
64,61d83b8d80a61b5fd688471b5b273b5f,perfumery,e524a1d7796e94896f17636abddaafe5,325.54,5,52,delivered,1,porto alegre,RS
65,059ca09d32720d9adce3ae12e181339d,perfumery,6eec967cffa8ad455dbdf0d5b797f912,89.63,1,53,delivered,1,sao paulo,SP
66,059ca09d32720d9adce3ae12e181339d,perfumery,9b0608ab7dcbc73db0b62291f23c55bf,92.99,5,53,delivered,1,salvador,BA
67,059ca09d32720d9adce3ae12e181339d,perfumery,9ca29d49222112b86ede739f9a9dfbeb,92.99,5,53,delivered,1,porto feliz,SP
68,e2bab04d6a471ed7a3629fbe2a64b55a,perfumery,c169a9e130193e8343151c84accb258f,94.99,5,53,delivered,1,balneario camboriu,SC
69,5f473f7d11fe0268ac5827dd45da3567,perfumery,c9fdbe9ca5eec85c1f92f5ba3ef25597,39.99,1,53,delivered,1,cassia,MG
70,027cdd14a677a5834bc67a9789db5021,perfumery,593608ed6695aef889973ce8a45506b4,64.0,5,53,delivered,1,belo horizonte,MG
71,027cdd14a677a5834bc67a9789db5021,perfumery,6265e86b71fc209d82742bcfebe33046,64.0,5,54,delivered,1,mogi mirim,SP
72,027cdd14a677a5834bc67a9789db5021,perfumery,672222c1e1bc8818069538d8c8c046a9,69.0,5,55,delivered,1,sao paulo,SP
73,027cdd14a677a5834bc67a9789db5021,perfumery,91394832e2cfea6fd2da6fe1b72df4c9,64.0,4,56,delivered,1,farroupilha,RS
74,027cdd14a677a5834bc67a9789db5021,perfumery,96519c210f6dfe22f8e85cad134443ae,69.0,1,57,delivered,1,guaratingueta,SP
75,027cdd14a677a5834bc67a9789db5021,perfumery,96519c210f6dfe22f8e85cad134443ae,69.0,1,58,delivered,1,guaratingueta,SP
76,027cdd14a677a5834bc67a9789db5021,perfumery,a2b2d6d1919f4f35f47c42de3f62a1fc,86.0,5,59,delivered,1,campo grande,MS
77,027cdd14a677a5834bc67a9789db5021,perfumery,b39ecb6c0af8f006d1bf639d962fb92e,64.0,3,60,delivered,1,sorocaba,SP
78,027cdd14a677a5834bc67a9789db5021,perfumery,c52af89e91822e0fe67fab5eca3f2c5f,64.0,5,61,delivered,1,sao caetano do sul,SP
79,027cdd14a677a5834bc67a9789db5021,perfumery,d33001bff4242b0f9abf0eae4692fe54,64.0,1,61,delivered,1,guarulhos,SP
80,027cdd14a677a5834bc67a9789db5021,perfumery,d33001bff4242b0f9abf0eae4692fe54,64.0,1,62,delivered,1,guarulhos,SP
81,ee3cfb33869693f2a7e8417c795d8cfc,perfumery,d5b0848c1878546fbebe673d1d679b83,39.9,2,63,delivered,1,franca,SP
82,b62a3631a65d7a467406d6ff547c37ac,perfumery,6be0e40ad5ed600b9e6b90fb9f58ba3a,129.9,1,64,delivered,1,brasilia,DF
83,b62a3631a65d7a467406d6ff547c37ac,perfumery,a4015a55015b0058b93b119716cb188b,129.9,2,65,delivered,1,sao paulo,SP
84,7adb171e34892acd7b24bcd0c841e221,perfumery,08d8f90d77d9280c2e00ee3d749c22ae,59.9,4,66,delivered,1,santa barbara d'oeste,SP
85,5a0c21ad6b82a1b61856e48ec959764d,perfumery,568f74fedb8dd376d4ec5cbdda44712c,96.99,5,66,delivered,1,granja,CE
86,b9754f9e21b6e6960b37594d4387fb1c,perfumery,30a897c2be083ba0f419c5b2cc9ca368,385.0,5,67,delivered,1,porto velho,RO
87,efa00ca4229c1a9fa813fd0a872cbb1e,perfumery,17295d6651c53865e020aa846be5ce3f,201.9,1,68,delivered,1,santos,SP
88,55403fdc84a027ae6565b360af50e1ee,perfumery,173426e15a3e72e3bc27ec26ebd8b526,219.9,5,69,delivered,1,rio de janeiro,RJ
89,55403fdc84a027ae6565b360af50e1ee,perfumery,c4d4442c9ecafb0e6611333eeefab2d5,219.9,5,70,delivered,1,belo horizonte,MG
90,a25e87065dc111adf2944d046ab3eda1,perfumery,d6018fa8e6aaedac9d0432e734f94503,119.99,5,71,delivered,1,sao joao de meriti,RJ
91,fe01b643060a6446e59f58e3021e66b3,perfumery,589673b4d98b5c40931ac6a6ff6f3416,169.0,5,72,delivered,1,duque de caxias,RJ
92,fe01b643060a6446e59f58e3021e66b3,perfumery,c5f9c59800d0f2f6124ea0cfa1ae8d1f,169.0,5,73,delivered,1,barueri,SP
93,78258dcdffa72f0a40e1fd93b9a52b3d,perfumery,b6f5abd372e047f666f90ef9456c4eb4,369.9,5,74,delivered,1,goiania,GO
94,d6e1705d3021546bd1e175f3f8dfe5b1,perfumery,5ad720f90855a1b905286d8a59dd0aca,63.5,1,75,delivered,1,rio de janeiro,RJ
95,8c19dcc6a7f4c4259c45514b974b6441,perfumery,65ac269bbcdab3f78e9365f37aa89626,65.0,5,76,delivered,1,pimenteiras,PI
96,a1c4bbc86f12628bb57430973e680129,perfumery,64dc7842b184ebd280aef040ab951134,159.9,5,76,delivered,1,sao paulo,SP
97,50847e645fcb3d38dee50e39e4c68c22,perfumery,6fe3414012f04c290481f594b854e6e1,648.0,5,77,delivered,1,sorocaba,SP
98,091107484dd7172f5dcfed173e4a960e,perfumery,a7708ffa8966514c098d15e1abfa6417,7.65,5,78,delivered,1,sao paulo,SP
99,e8b61f78db501ea0ca45677d1ca27de2,toys,a7708ffa8966514c098d15e1abfa6417,29.0,5,79,delivered,1,sao paulo,SP
100,6ca5428af5edb5066b1966ad58501b60,perfumery,dd44ffc289cdf93e89ac256b6e478366,70.0,5,80,delivered,1,curitiba,PR
101,c7b3b8509e06ae21abdd78b541215cda,perfumery,559dd36353b3c469b5115f4832333032,149.9,4,81,delivered,1,diadema,SP
102,c7b3b8509e06ae21abdd78b541215cda,perfumery,7d9bcfa3311de116da3d91d20236b5c5,119.9,5,82,delivered,1,jaboticabal,SP
103,c7b3b8509e06ae21abdd78b541215cda,perfumery,fbf2e87d7c7542aa36e1d91e5b462c60,119.9,5,83,delivered,1,embu das artes,SP
104,005030ef108f58b46b78116f754d8d38,perfumery,084dc35511ef0934cbe4f52d6b1e17ed,13.99,5,84,delivered,1,sao jose dos campos,SP
105,005030ef108f58b46b78116f754d8d38,perfumery,e932edaa6417ab9aba25187f8e6433dd,18.99,5,85,delivered,1,belo horizonte,MG
106,ac5b95f5dc30a0bb558f9b6edbcaab5c,perfumery,5052e182aee58daae49fec8b9caad0c9,140.75,5,86,delivered,1,sao bento do sapucai,SP
107,4027c03e4b0afe1963877d2d164f880b,perfumery,afed00b9cae687f1f1a07bad548aaa50,179.9,5,86,delivered,1,potim,SP
108,dfdb2655c564597331d2197ac771b2c0,perfumery,83a748270a134df5ad432092f4e26e4d,138.9,5,87,delivered,1,sao bernardo do campo,SP
109,9373355c0da0bbda1d469b3504731ccb,health_beauty,83a748270a134df5ad432092f4e26e4d,199.99,5,88,delivered,1,sao bernardo do campo,SP
110,e611a297d7a9df83f906aab5c746fd06,perfumery,5d4a04483cce0b0e684e25f05919fa89,93.0,5,89,delivered,1,monte aprazivel,SP
111,e611a297d7a9df83f906aab5c746fd06,perfumery,f4544b707c2c9583440b3ea50b0fc3a6,103.0,1,90,delivered,1,sao jose do rio preto,SP
112,c6c1f263e076bd9c1f1640250a5d0c29,perfumery,8bab0782e1f2a9fdc338a883c124f75b,179.0,5,91,delivered,1,promissao,SP
113,dd61e943598eec72351633dd6a72d5dc,perfumery,37eaffe47310b5a7dc35775863202a0b,59.99,5,92,delivered,1,santo andre,SP
114,dd61e943598eec72351633dd6a72d5dc,perfumery,f9f75601353a50e58746860ba04dc47b,59.99,5,93,delivered,1,piracicaba,SP
115,f29cea85796ecb6453d24eb3b24f4b77,perfumery,8ee5be155201411ad345c45727c600d4,19.9,5,94,delivered,1,sao bernardo do campo,SP
116,617186c3d97ea56c9c683a8a3974e8c1,perfumery,603e8f221c6d0513efe14f9de8cf4fb6,79.99,1,95,delivered,1,salvador,BA
117,8c10db7e2bc84a4697eaed54db164c7d,perfumery,88e2adba13194300be8cfaeee4512133,175.0,5,96,delivered,1,ibiuna,SP
118,30b71c9c4072aedc2eab725fa28f50ed,perfumery,6574317cd3327f737e39fd9a77969ef2,329.9,5,97,delivered,1,cabo frio,RJ
119,30b71c9c4072aedc2eab725fa28f50ed,perfumery,774359a2a8b6be829653bae9390a0dd0,329.9,5,98,delivered,1,brasilia,DF
120,f292ca832e0400809217dc0478a31650,perfumery,9c37d7a7de99233fd6490a1c09ba0404,25.9,3,99,delivered,1,viamao,RS
121,c0205b35b5e0f162b0dcc48572223b72,perfumery,5e92e0bff46e7409b95d52942bf0f2a8,39.0,5,100,delivered,1,pinhais,PR
122,e5403f78625641d4ae41af599772fbfd,perfumery,c34fe20a21a65490fa6b815f0435059a,129.8,5,100,delivered,1,sao manuel,SP
123,7634da152a4610f1595efa32f14722fc,perfumery,bd486e41e0b895151c98b33db1504f8d,12.99,4,101,delivered,1,sao paulo,SP
124,01ff1ff8aa5dec93e9938b989393a4ca,perfumery,071773cf1c4d6c91cce83af65b9f8fff,53.9,5,102,delivered,1,sao paulo,SP
125,62c89abe1afe3a23c17765d462718a4c,perfumery,87889791f729ac3bc040d1633961d826,244.0,5,103,delivered,1,lajinha,MG
126,62c89abe1afe3a23c17765d462718a4c,perfumery,c44fc56b7b2688b65bfb501e35015eda,244.0,5,104,delivered,1,sao paulo,SP
127,0a1ca683d91a7cb9b806f3710873bf47,perfumery,61e7365ad2e2ce5a3dbf650586623b7f,81.35,5,105,delivered,1,brasilia,DF
128,1fce7b244f4a45431713165a869f5f32,perfumery,3160f9fa13bf36dda5ba225649526968,148.22,5,105,delivered,1,sapezal,MT
129,1fce7b244f4a45431713165a869f5f32,perfumery,8c007d0c7bfabe041dd7bc0514210ed9,145.77,5,106,delivered,1,imperatriz,MA
130,64874a0d6c1ec460c2f59886c51b9711,perfumery,6e4064c4b1df562463ea9a75839db134,264.5,2,107,delivered,1,sao bernardo do campo,SP
131,2947c2678aab0b7bfc86dd062d9c3318,perfumery,bfd664f7724709fb7bfbb33308a64ccd,169.9,5,108,delivered,1,rio de janeiro,RJ
132,d9bdf643d95cb89844c0da1a0df1d16e,perfumery,47241d51bf3749ec7ad04962507ac2df,118.4,5,109,delivered,1,coronel fabriciano,MG
133,d9bdf643d95cb89844c0da1a0df1d16e,perfumery,4cce769b9c107aa99a5418c1104e0a17,119.0,5,110,delivered,1,uberaba,MG
134,a1c4213421e6cf98f7167b2086e96ea2,perfumery,92e84486f579af569ada10423502d997,49.0,5,111,delivered,1,sao paulo,SP
135,e7d05769123784629c9484f57ad35176,perfumery,f904e1484a374e9378ae90b2f10c8639,175.0,5,112,delivered,1,ribeirao pires,SP
136,07fd41c7a725529fe1213508557e0f4b,perfumery,718216cd5a2cbb1cf695c655788c2aab,199.9,5,113,delivered,1,fortaleza,CE
137,009c09f439988bc06a93d6b8186dce73,perfumery,dcb36b511fcac050b97cd5c05de84dc3,132.4,5,114,delivered,1,goiania,GO
138,28f486789a96800dc97bb98e780e6d31,perfumery,f2b250d8c9c73b5b3e16e64e8448c3d2,279.9,5,114,delivered,1,itaju,SP
139,274a778944c803fb95ea5a5b2c50611b,perfumery,c6f6b7098338abbafdecc3ee3ff4bb66,110.0,5,115,delivered,1,uberaba,MG
140,9a63fa9eca94ee429d997471304cb60c,perfumery,9b22b01ffdff6efa20736523a260060b,28.69,1,116,delivered,1,sao paulo,SP
141,c00f76b76f52037b0fc9f71fd8a7ac10,perfumery,101dd34c03c31b22d56fa2f1973b1e85,119.0,5,117,delivered,1,campinas,SP
142,c00f76b76f52037b0fc9f71fd8a7ac10,perfumery,2c87632da2d3149c3812ca5da44418e6,99.0,5,118,delivered,1,coronel joao sa,BA
143,02ee0862685e90b57cc241b7c9885f95,perfumery,36920eac7bd8263fab6d162476986d90,209.0,5,118,delivered,1,sao paulo,SP
144,1d182262154abc7c75392cf645118ce6,perfumery,4f1e72c86c397722120a1cb409714f5e,36.0,5,118,delivered,1,piumhii,MG
145,ee0c1cf2fbeae95205b4aa506f1469f0,perfumery,0dac831729de109c5f878882316eb43f,53.99,5,119,delivered,1,sento se,BA
146,ee0c1cf2fbeae95205b4aa506f1469f0,perfumery,20914c76989e5eac4e2675de44f7275a,44.99,5,120,delivered,1,batatais,SP
147,ee0c1cf2fbeae95205b4aa506f1469f0,perfumery,2df1ebb1aa609632517182df5fa53a6c,44.99,5,121,delivered,1,sao paulo,SP
148,ee0c1cf2fbeae95205b4aa506f1469f0,perfumery,4ebda53ca2099f67effa601eabefe5db,44.99,4,122,delivered,1,socorro,SP
149,ee0c1cf2fbeae95205b4aa506f1469f0,perfumery,7f9b0e95f333a0afb5cce5b78afa17c5,44.99,5,123,delivered,2,itapira,SP
150,ee0c1cf2fbeae95205b4aa506f1469f0,perfumery,7f9b0e95f333a0afb5cce5b78afa17c5,44.99,5,124,delivered,1,itapira,SP
151,ee0c1cf2fbeae95205b4aa506f1469f0,perfumery,8054d343a41978d8c122045b28eb5e00,44.99,5,125,delivered,1,belem,PA
152,ee0c1cf2fbeae95205b4aa506f1469f0,perfumery,9645ec392b0691767c5d0e2fabca23d7,44.99,5,126,delivered,1,fortaleza,CE
153,f7ee078cfab4ad9144e1d75fd0258c5b,perfumery,ff9475663788de57817b221392697cce,37.9,5,127,delivered,1,palhoca,SC
154,b453858c312812141a610b1f511f609e,perfumery,e3d83da524afead5265900f2cd40d592,39.5,5,128,delivered,1,juvenilia,MG
155,566d57dc88c7ca3fb90725bef1498b51,perfumery,4e8eac5f839b87a8cdbd9847f4fe442d,219.9,2,129,delivered,1,sao paulo,SP
156,fb310009e56c0ab32657c9c674bd402c,perfumery,752265739a6d8d671585c7b9c924b9d9,68.9,3,130,delivered,1,catalao,GO
157,c988a235aba9c5a522df4bff0ef2a182,perfumery,827dd37ba0e191a8cce10c6722187e24,22.0,5,131,delivered,1,sao paulo,SP
158,595fac2a385ac33a80bd5114aec74eb8,perfumery,29c88c6937109e7ec1b966de34b9da0a,119.9,5,132,delivered,1,sao paulo,SP
159,595fac2a385ac33a80bd5114aec74eb8,perfumery,40c5e18f7d112b59b3e5113a59a905b3,119.9,5,133,delivered,1,rio de janeiro,RJ
160,595fac2a385ac33a80bd5114aec74eb8,perfumery,4e16f71b2a5ddc0266f9ddfdfd0bcfba,118.7,5,134,delivered,1,cotia,SP
161,595fac2a385ac33a80bd5114aec74eb8,perfumery,50c40cfcbb6ce3fca8d6f93698f41927,119.9,5,134,delivered,1,osasco,SP
162,595fac2a385ac33a80bd5114aec74eb8,perfumery,53cdb2fc8bc7dce0b6741e2150273451,118.7,4,135,delivered,1,barreiras,BA
163,595fac2a385ac33a80bd5114aec74eb8,perfumery,680c9251875caf7afd565340a52e89f7,117.7,5,136,delivered,1,rio de janeiro,RJ
164,595fac2a385ac33a80bd5114aec74eb8,perfumery,706617489351ee37878ad03403622f41,116.9,4,137,delivered,1,ituverava,SP
165,595fac2a385ac33a80bd5114aec74eb8,perfumery,86674ccaee19790309333210917b2c7d,116.9,5,138,delivered,1,ituverava,SP
166,595fac2a385ac33a80bd5114aec74eb8,perfumery,9883744c6400cfad8a620ddb82b9793c,119.9,5,139,delivered,1,sao paulo,SP
167,595fac2a385ac33a80bd5114aec74eb8,perfumery,9883744c6400cfad8a620ddb82b9793c,119.9,5,140,delivered,1,sao paulo,SP
168,595fac2a385ac33a80bd5114aec74eb8,perfumery,9b3149eabe3d80fae592727f31f103dd,117.7,4,141,delivered,1,diamantina,MG
169,595fac2a385ac33a80bd5114aec74eb8,perfumery,a49703fda0b42ab0a87e062624ea2f43,116.9,1,142,delivered,1,prado,BA
170,595fac2a385ac33a80bd5114aec74eb8,perfumery,ae4e0cbfa9ba0080cd373da8827352a5,119.9,5,142,delivered,1,sao sebastiao do paraiso,MG
171,595fac2a385ac33a80bd5114aec74eb8,perfumery,aee682982e18eb4714ce9f97b15af5e2,118.7,5,142,delivered,1,ribeirao das neves,MG
172,595fac2a385ac33a80bd5114aec74eb8,perfumery,bf0b0091259a3839db4a335aa1b4c8dd,119.9,5,142,delivered,1,rio de janeiro,RJ
173,595fac2a385ac33a80bd5114aec74eb8,perfumery,c54125146b0e42fbe85ada6802c51f30,116.9,4,142,delivered,1,araucaria,PR
174,595fac2a385ac33a80bd5114aec74eb8,perfumery,c7cf98eae37902869c4e92aeb9db5c72,119.9,5,142,delivered,1,assis,SP
175,595fac2a385ac33a80bd5114aec74eb8,perfumery,c9359e6f27fbe7d1397c40031341540c,116.9,5,143,delivered,1,jaboticabal,SP
176,595fac2a385ac33a80bd5114aec74eb8,perfumery,d543201a9b42a1402ff97e65b439a48b,116.9,5,144,delivered,1,gaspar,SC
177,595fac2a385ac33a80bd5114aec74eb8,perfumery,d543201a9b42a1402ff97e65b439a48b,116.9,5,144,delivered,1,gaspar,SC
178,595fac2a385ac33a80bd5114aec74eb8,perfumery,f7f0b79050e7ef0b1cf7ffceb0aa114a,116.9,4,145,delivered,1,ribeirao das neves,MG
179,595fac2a385ac33a80bd5114aec74eb8,perfumery,f913d229653fdd809c249ed98ab6b754,119.9,5,146,delivered,1,porto alegre,RS
180,595fac2a385ac33a80bd5114aec74eb8,perfumery,fc74153e0ac39bb68c8f8f9e4758f001,117.7,1,147,delivered,1,marcelino vieira,RN
181,226f3829f99a5f02578560da8708c8f7,perfumery,082390c0275d73d20f55fec91903bbd7,82.0,3,147,delivered,1,valenca,BA
182,781afe929e3016a667f5f439afd55fce,sports_leisure,082390c0275d73d20f55fec91903bbd7,109.9,3,148,delivered,1,valenca,BA
183,226f3829f99a5f02578560da8708c8f7,perfumery,373021bf39310f6dcba6e36f71719d4e,82.0,4,149,delivered,1,belo horizonte,MG
184,3197b90a5a79fb94cc45a0f42b75dd01,perfumery,817aec5fee39a2d4968cb6c48bad78f1,85.0,4,150,delivered,1,bauru,SP
185,33cf86a6c8f1d52076064029d5281cae,perfumery,0c371b43b9718b0e9412b2b496c96178,163.09,5,151,delivered,1,itu,SP
186,7ce25cfb67f0b322beec780b1d11d35a,perfumery,4acc7f665ca9273b5848f19cde62b6d8,80.9,5,152,delivered,1,gravatai,RS
187,be7f0912ba01126704c81b3f705aaaf2,perfumery,4a2044944160f020bea094d2da430b0a,166.0,5,152,delivered,1,fortaleza,CE
188,3e2f9928d76a2823b17795db853ea780,perfumery,2b109e28d89747fb2ab26a44ef4fe92b,257.9,5,153,delivered,1,mage,RJ
